Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level,Sleep Quality
8702,54,Male,22.25,5.3,7.05,4,209,34,6.613070882,7,10,8,9
7025,32,Female,23.47,7.75,8.28,49,175,166,7.296898776,4,7,2,9
1732,24,Female,22.07,4,5.93,11,282,160,8.621773128,1,7,4,6
7768,32,Other,20.05,2.22,6.17,4,128,29,7.28548733,4,9,3,9
2360,48,Female,22.82,8,9.18,36,70,85,8.305588627,9,2,2,7
5112,40,Other,22.48,3.95,5.46,5,267,86,11.97922166,8,4,3,9
4689,45,Other,20.3,1,4.7,84,132,114,6.802731217,3,4,6,5
2446,55,Female,21.3,5.34,8.04,74,117,60,7.422176816,4,6,1,4
6755,29,Male,21.17,5.18,8.02,42,35,129,6.352569273,4,5,1,9
6637,40,Other,21.55,4.29,6.74,6,32,81,4.614886235,5,4,10,10
9894,24,Female,21.82,6.01,8.2,9,105,25,9.107473419,10,8,7,8
2569,34,Female,22.12,4.34,6.22,25,56,134,10.54298446,9,3,10,1
7001,22,Female,22.62,6.33,7.72,88,279,29,6.241392549,3,8,3,2
8213,33,Other,20.4,3.29,6.89,33,280,112,9.387998887,2,7,5,8
8809,57,Other,23.97,7.84,7.88,26,54,105,8.121542486,8,6,9,10
1881,57,Other,22.97,3.94,4.97,28,188,171,11.61187814,1,5,2,1
5771,23,Male,21.35,5.64,8.29,55,84,94,6.707351315,4,1,9,2
4655,54,Male,21.08,3.13,6.04,84,106,151,7.507658244,6,7,4,9
4245,28,Other,21.55,6.99,9.44,73,237,17,5.969499743,7,9,5,4
6777,46,Female,23.9,6.6,6.7,87,168,73,6.553501681,5,4,3,7
8750,30,Male,20.37,1.96,5.6,24,124,104,7.274181829,5,10,9,9
7996,41,Male,21.98,4.82,6.84,14,244,80,5.443535989,8,5,4,8
3264,24,Other,21.97,5.93,7.96,0,44,167,6.910666463,8,7,2,10
1196,30,Male,20.52,3.95,7.43,56,234,70,5.072919686,10,4,10,7
1641,26,Female,22.87,3.92,5.06,15,82,176,5.64471729,5,3,2,3
1831,58,Male,21.42,2.04,4.63,11,296,104,8.310990731,2,8,1,7
1598,22,Female,21.77,2.8,5.03,28,112,120,4.214932178,2,6,9,10
6615,19,Other,22.85,4.51,5.66,39,212,38,7.618088081,8,9,5,8
5887,39,Female,20.12,1.75,5.64,46,20,159,9.606835822,9,4,8,1
5380,38,Male,20.1,5.27,9.17,4,14,4,5.199445516,5,1,2,7
1033,57,Male,23.93,5.55,5.61,7,127,66,6.322863901,10,2,7,4
2547,32,Female,20.02,1.66,5.64,33,276,9,5.597601548,9,2,1,7
5068,57,Female,21.13,6.36,9.23,16,61,109,11.19492912,5,7,9,4
3581,55,Female,22.02,5.86,7.84,64,232,167,10.69181104,4,1,9,8
3451,53,Female,23.97,5.88,5.92,87,239,54,9.886492831,2,2,2,2
3373,39,Male,22.8,4.68,5.88,2,248,80,11.29461811,3,2,5,6
7087,24,Female,21.42,6.68,9.26,22,94,63,11.38748916,10,1,9,3
5302,35,Female,21.1,4.48,7.38,82,132,104,10.15464471,5,8,6,2
7745,41,Other,23.7,4.5,4.8,15,97,152,9.874185071,9,5,5,6
3184,28,Male,20,4.86,8.86,18,15,55,6.90715763,9,4,7,10
8018,39,Other,21.98,3.38,5.4,48,297,5,7.651012746,10,5,10,10
6378,30,Other,21.57,5.54,7.97,46,100,22,5.578022222,3,9,7,4
4822,33,Other,22.45,3.82,5.37,32,213,135,9.89883848,8,5,10,4
1723,29,Female,22.35,3.05,4.7,74,269,74,9.399374217,8,10,6,5
3985,49,Female,21.05,5.72,8.67,9,15,166,10.32600133,9,7,8,7
5014,35,Other,21.03,4.85,7.82,73,58,71,10.29596895,7,1,1,7
7966,23,Male,23.95,9.23,9.28,43,186,28,7.811337011,8,2,10,8
8810,20,Female,22.13,4.76,6.63,53,19,14,5.782714042,7,8,7,4
6493,54,Other,22.58,3.25,4.67,65,8,101,11.99710923,3,7,10,9
7671,58,Male,23.15,7.56,8.41,12,35,57,9.270001369,9,8,4,1
8849,41,Male,20.52,3.34,6.83,22,86,112,10.74462816,5,6,1,4
8963,35,Other,21.62,2.39,4.78,57,43,173,4.005397836,9,9,2,7
4844,43,Other,23.22,8.25,9.03,46,162,115,10.45988348,3,8,7,3
1542,47,Female,21.17,3.77,6.61,18,168,165,5.342394137,6,8,8,6
5819,34,Male,23.75,7.17,7.42,60,298,137,9.861293016,4,3,2,7
9133,37,Other,22.42,6.63,8.21,56,9,104,9.226042217,8,7,2,8
3536,47,Male,21.38,5.04,7.66,38,152,82,4.199330237,9,7,6,5
7898,35,Male,22.17,7.43,9.26,8,290,100,11.50191987,1,4,5,7
7914,38,Other,20.5,3.11,6.61,2,180,54,9.752132739,3,4,5,7
9387,42,Female,21,5.98,8.98,59,215,109,6.32389417,4,5,2,8
7822,47,Female,21.95,4.59,6.64,47,125,144,4.480086551,6,10,2,10
7893,21,Male,22.87,6.85,7.98,37,65,46,8.460039811,7,9,2,10
6698,22,Female,23.58,5.83,6.25,36,218,144,11.17409477,9,8,10,8
2568,46,Female,22.62,5.29,6.67,29,277,95,9.313617463,10,4,8,8
3758,18,Male,21.13,5.05,7.92,25,77,43,6.855612556,7,1,3,2
4106,33,Other,21.22,5.32,8.11,74,100,104,5.757792895,2,2,4,10
4481,40,Male,20.27,4.9,8.63,26,217,165,8.156667745,5,5,4,6
5380,42,Male,23.82,8.76,8.94,22,147,144,8.785062638,2,4,7,2
6869,41,Female,21.97,2.86,4.89,62,65,111,9.429628119,1,7,2,9
2515,51,Male,22.08,5.35,7.27,75,282,18,11.07625152,3,4,1,4
3596,42,Male,21.83,5.09,7.26,13,257,87,5.407051932,3,1,7,9
5339,22,Male,22.97,4.38,5.41,45,186,146,9.628859284,8,5,9,2
5117,21,Male,23.1,7.37,8.27,55,211,177,5.244089942,9,5,8,1
3384,27,Other,23.9,5.45,5.55,68,41,109,10.52373038,4,6,5,4
5456,20,Female,23.88,5.27,5.38,80,114,19,6.723026407,3,5,1,4
5387,52,Female,21.98,6.14,8.16,51,168,53,11.0287234,8,9,5,5
3142,23,Female,22.3,7.36,9.06,81,212,88,11.64562328,10,7,8,5
9516,36,Other,21.47,4.51,7.04,81,156,2,9.998689787,10,8,5,9
6635,45,Male,23.92,6.42,6.5,65,157,103,10.90167671,9,5,8,9
1960,18,Female,23.78,9.28,9.5,82,28,130,6.752867739,7,1,8,4
7041,43,Male,22.43,7.77,9.34,72,205,4,9.38844047,8,9,7,7
7828,54,Other,21.45,6.47,9.02,75,70,172,4.593816927,9,1,5,6
5652,36,Male,23.48,6.02,6.53,19,82,113,8.382003673,7,5,10,9
7465,27,Female,22.5,5.46,6.96,44,145,74,4.231010154,4,4,8,1
4314,59,Other,20.08,5.21,9.12,86,179,85,6.061524199,6,10,1,5
5794,55,Female,22.75,7.75,9,0,232,19,9.179504805,10,8,5,7
4745,28,Other,22.7,7.89,9.19,18,192,54,11.51596629,5,6,1,8
7043,33,Male,21.83,3.3,5.47,17,125,153,5.718620329,3,6,2,9
9460,18,Female,23.22,6.23,7.02,5,5,120,9.08909003,9,5,4,9
2212,34,Female,21.83,5.67,7.83,29,170,92,8.079990916,7,4,4,6
5688,49,Male,22.48,4.71,6.23,13,127,84,9.319848202,9,3,6,10
6450,45,Other,20.45,3.55,7.1,31,102,161,9.447819382,1,1,7,6
4917,34,Female,23.77,4.9,5.13,57,88,98,7.610649706,10,6,7,2
7174,20,Other,21.08,5.45,8.37,42,167,92,6.573126677,10,7,3,3
9269,36,Male,23.33,8.2,8.87,52,299,45,4.566189361,8,6,6,9
4645,43,Male,21.18,4.81,7.62,73,135,115,6.597542853,4,7,7,3
9544,52,Female,22.52,5.24,6.73,86,295,23,4.00100111,8,9,7,7
8030,39,Female,22.93,5.9,6.96,31,256,44,9.372849529,7,6,6,7
9934,26,Other,21.83,3.18,5.35,63,214,14,5.95990778,9,3,3,10
2197,24,Female,21.22,4.94,7.72,12,121,26,7.701040405,4,3,10,1
1266,57,Other,20.78,5.17,8.39,0,8,111,8.107217483,1,8,10,10
3856,39,Other,22.87,6.99,8.12,58,153,171,9.646134154,7,5,1,7
3606,27,Male,22.45,7.61,9.16,12,278,35,11.22327791,2,4,5,2
8951,21,Other,20.62,3.48,6.86,20,223,109,7.885712373,2,4,6,9
2109,37,Female,22.05,5.05,7,34,242,172,9.086319478,6,4,1,4
6148,24,Male,20.2,4.68,8.48,15,296,179,7.896354396,5,5,8,6
4562,52,Other,23.23,5.86,6.62,43,221,143,10.00344679,5,1,6,2
8032,28,Male,23.27,8.14,8.87,39,152,149,8.221643367,6,9,5,2
8829,29,Female,21.58,2.25,4.67,14,248,16,4.966261437,9,5,6,7
2416,41,Other,21.53,2.3,4.77,31,194,67,10.9821818,1,3,4,5
3320,39,Female,21.18,6.4,9.21,59,28,19,7.331136735,2,2,6,5
5114,29,Male,20.27,2.04,5.78,7,227,119,8.47339839,8,1,3,8
8315,20,Male,22.97,4.48,5.52,20,105,102,6.567851789,8,3,2,5
6278,43,Female,20.73,3.09,6.36,74,154,67,9.420785686,10,5,10,3
3505,58,Female,21.58,4.68,7.1,0,281,48,7.270964488,7,2,2,8
8236,57,Male,23.77,7.34,7.58,68,51,72,10.31057377,6,5,1,5
7386,23,Female,21.68,5.67,7.98,76,129,159,8.845434527,5,4,2,3
9664,56,Female,22.07,4.64,6.57,56,231,100,5.740349057,8,6,5,9
1566,36,Male,23.9,5.08,5.18,21,294,124,4.988824792,4,1,7,10
9597,21,Other,21.9,4.04,6.14,56,162,36,8.992608375,1,1,7,5
2047,40,Other,20.78,1.53,4.74,59,239,157,5.743582374,5,9,7,1
6124,22,Male,23.92,9.19,9.27,67,113,21,7.470187213,7,2,9,2
2028,18,Other,22.83,3.65,4.82,63,28,101,8.798672942,7,9,10,6
2146,50,Other,20.95,4.24,7.29,36,5,61,4.039843069,9,8,9,6
4045,26,Female,22.05,4.74,6.69,80,278,125,6.960038712,8,5,2,6
4147,59,Male,21.8,4.4,6.6,71,20,120,4.176638272,8,1,9,10
9048,57,Male,23.48,8.8,9.32,27,155,35,10.55181054,6,6,10,9
8208,32,Other,20.08,3.29,7.21,59,111,51,5.358691504,3,8,3,9
9312,43,Female,22.62,4.69,6.07,30,161,139,8.559176313,3,5,10,4
6690,18,Other,21.3,5.33,8.03,38,16,42,8.556461317,5,1,3,2
2047,46,Other,23.72,6.82,7.11,78,215,30,5.257875236,2,2,6,8
3071,56,Other,22.18,4.55,6.36,80,240,67,4.936752649,1,3,6,7
3486,28,Other,20.65,1.49,4.84,58,122,117,7.994337184,2,3,2,9
5497,57,Other,22.4,4.42,6.02,43,178,82,5.897857839,5,10,5,10
8967,58,Female,22.97,6.96,8,40,69,23,6.745178039,8,2,8,8
1788,56,Female,21.87,4.33,6.46,0,3,3,6.328839244,7,2,9,2
9555,31,Other,22,3.67,5.67,25,143,158,9.301382957,10,9,2,9
8164,41,Other,21.23,5.86,8.62,54,149,141,8.085348972,8,6,4,10
5939,59,Other,23.07,8.51,9.44,45,141,63,6.309334621,10,1,7,4
4522,20,Other,21.98,4.15,6.17,69,89,130,10.24186694,9,6,6,2
6176,51,Female,20.18,5.08,8.9,46,182,153,5.162088915,2,6,4,3
1605,40,Other,23.3,8.45,9.15,5,137,98,4.034695269,1,6,5,4
5792,42,Male,21.6,6.17,8.57,11,181,77,4.009943029,10,7,9,8
9884,34,Male,20.87,3.29,6.42,82,133,75,7.400565964,3,7,1,2
6083,58,Female,21.65,2.44,4.79,24,275,156,10.38274578,10,10,2,2
2817,40,Male,23.68,5.37,5.68,42,32,23,6.144192101,2,7,5,2
5462,22,Male,22.47,6.83,8.36,28,68,31,9.190369318,2,5,1,10
7562,36,Other,22.12,7.19,9.08,85,16,79,11.20226891,3,8,6,6
5532,20,Other,21.77,2.39,4.62,5,229,173,7.040689159,8,6,2,6
7346,19,Other,21.42,5.47,8.05,54,279,88,10.19040639,9,7,2,10
7795,22,Male,22.92,4.24,5.33,36,35,73,8.915671408,6,5,6,7
8712,46,Other,20.2,5.35,9.15,63,227,8,4.466012768,5,1,2,8
4537,41,Other,20.47,4.66,8.2,80,74,100,7.269766098,7,8,8,2
4800,28,Male,22.42,4.82,6.41,31,45,155,11.83734941,3,2,6,10
2069,25,Other,23.75,5.8,6.05,75,156,161,8.556589402,5,7,2,8
5149,41,Female,20.62,1.21,4.59,12,287,82,10.34930008,2,10,7,4
4527,26,Male,22.57,5.73,7.16,34,145,77,5.783657662,8,1,8,8
7992,30,Female,21.67,3.44,5.78,37,253,139,4.168576085,5,2,7,4
1204,18,Female,20.87,3.85,6.98,9,156,167,8.180281885,2,8,6,7
1088,42,Other,21.52,3.05,5.54,23,162,29,4.128938436,1,1,1,2
1447,47,Other,20.45,4.57,8.12,11,142,9,7.142103848,7,1,6,10
6008,48,Female,20.15,3.74,7.59,8,206,166,5.79753213,4,8,2,1
6631,39,Male,21.07,5.62,8.55,3,86,45,11.47703375,10,2,10,3
5718,50,Female,20.38,2.48,6.1,37,25,123,9.356125661,6,8,4,7
7466,32,Male,21.38,5.89,8.5,52,246,171,6.82366982,2,7,8,4
4823,18,Female,22.13,4.58,6.45,73,24,81,10.99727547,2,10,6,10
4981,20,Female,20.25,5.24,8.99,1,54,17,9.764590144,6,10,7,3
6434,23,Other,22.85,6.08,7.23,31,46,161,4.343167276,6,1,7,2
8221,48,Female,23.87,6.92,7.06,39,137,9,9.695833027,10,4,2,6
6930,36,Other,22.05,6.48,8.43,23,123,67,5.077919881,7,8,10,1
8945,18,Female,23.15,5.02,5.87,58,88,94,6.980613412,3,7,6,1
3695,18,Male,23.83,6.52,6.68,42,187,25,7.01945453,9,2,5,10
8755,26,Male,22.68,4.52,5.84,49,9,112,9.322251146,4,10,8,7
5797,54,Male,23.62,5.05,5.43,79,60,74,6.89159605,3,3,5,7
5612,53,Male,23.27,6.66,7.4,19,96,143,9.229080211,2,8,1,4
6506,25,Female,23.17,8.48,9.31,25,242,65,5.058983675,8,8,8,5
6514,56,Female,22.77,4.65,5.88,27,13,19,5.316014764,9,10,1,5
4651,54,Female,22.8,4.47,5.67,8,140,17,5.501445075,7,2,5,10
3190,20,Female,21.42,3.63,6.21,32,148,144,8.894811868,8,2,9,4
7309,42,Other,23.03,6.13,7.1,26,218,128,6.937372318,4,9,10,10
5559,28,Other,20.2,3.34,7.14,73,63,10,5.238650546,1,4,4,9
2529,27,Female,21.23,1.92,4.69,57,194,160,5.12611375,4,9,2,1
7222,34,Male,21.9,5.34,7.44,65,245,89,6.285673959,8,4,1,4
9574,23,Female,21.43,6.81,9.37,69,25,169,6.945841513,3,4,3,7
1773,27,Female,23.2,8.33,9.13,71,196,101,8.733715607,5,6,10,1
2188,45,Other,21.87,6.15,8.28,84,123,160,8.684693175,4,3,10,8
1987,51,Male,21.9,5.5,7.6,46,214,27,9.192829079,2,9,7,10
9783,19,Female,20.62,1.8,5.18,11,96,85,8.226194127,4,2,4,5
4014,48,Male,20.28,4.14,7.85,32,132,77,5.868722066,4,7,8,8
6434,33,Male,23.28,6.73,7.44,22,35,37,9.414207614,7,2,2,10
3275,50,Male,21.63,3.29,5.66,61,278,148,11.57160367,8,7,1,5
8812,35,Male,21.72,5.16,7.44,14,195,178,6.441658101,9,9,10,2
9770,52,Male,21.35,5.89,8.54,22,164,172,6.615299738,4,4,8,8
7630,53,Other,20.42,2.12,5.7,18,57,166,6.274272478,3,4,6,3
5051,21,Female,22.48,4.86,6.38,52,277,67,6.300476521,9,3,2,2
5856,59,Other,22.8,3.96,5.16,65,279,124,5.468009498,3,4,6,3
6420,30,Female,21.85,4.02,6.17,47,245,89,7.898749369,6,4,3,7
4282,26,Female,22.92,3.91,5,25,59,127,6.355042871,8,8,10,10
3280,58,Other,23.9,5.79,5.89,51,1,160,6.180744448,5,10,9,7
4395,57,Other,20.58,2.82,6.24,86,148,71,10.0129301,9,8,8,5
9892,22,Female,21.9,6.85,8.95,10,295,101,4.826221482,4,2,7,10
6164,27,Male,21.63,5.34,7.71,59,271,168,7.932313954,9,4,7,3
8755,59,Other,23.98,7.84,7.86,50,28,18,8.851822779,1,4,8,10
6313,25,Male,21,2.59,5.59,13,297,98,6.79407633,8,9,8,7
8824,55,Male,23.77,5.15,5.38,84,236,131,4.56417643,10,9,4,6
7521,37,Other,23.13,7.64,8.51,40,103,25,6.277594361,1,4,8,5
4524,49,Female,23.48,4.75,5.27,79,199,75,9.400087969,3,10,4,10
4316,39,Female,20.95,1.9,4.95,2,133,12,8.265281997,10,1,8,7
9251,58,Other,21.3,6.11,8.81,32,73,134,11.94080243,1,6,1,2
6185,20,Female,20.72,5.01,8.29,51,181,164,7.982374376,10,4,7,6
3261,19,Female,22.25,7.04,8.79,51,173,168,10.58589151,5,3,10,4
9521,51,Female,22.58,6.64,8.06,28,13,4,6.936469507,4,3,1,4
7280,18,Other,22.52,5.35,6.84,14,180,29,7.512639891,8,3,4,1
7799,39,Other,21.9,5.65,7.75,49,179,85,9.177141435,6,8,2,9
7421,34,Male,23.32,7.11,7.79,42,199,120,9.596845981,2,9,4,4
4745,20,Male,21.95,6.72,8.77,55,268,25,8.342907819,8,6,10,9
4983,29,Other,22.43,5.36,6.92,61,210,71,11.56290383,4,2,6,6
1992,49,Other,20.15,2.56,6.41,68,54,84,9.998027459,9,8,1,5
4686,41,Female,23.97,8.67,8.7,0,203,148,4.434267438,3,4,10,4
7332,37,Other,22.02,5.63,7.61,18,142,102,10.79754123,8,1,2,9
9501,19,Male,22.98,5.25,6.26,39,285,62,10.45243698,8,2,7,2
5412,58,Male,23.32,7.77,8.45,78,72,67,7.852769388,6,3,10,7
2313,36,Other,23.85,5.68,5.83,43,92,64,11.51852675,4,6,8,10
4238,24,Female,22.32,6.9,8.58,72,154,152,8.463814802,2,9,9,5
2358,38,Female,23.02,3.56,4.55,45,218,70,7.876298742,1,9,2,1
5307,36,Female,22.58,4.15,5.57,25,1,161,8.462254834,7,5,5,7
4875,57,Other,21.28,2.22,4.94,27,106,48,5.303221546,8,10,8,6
6580,30,Other,22.3,3.25,4.95,84,60,157,7.628461038,9,6,5,9
6489,28,Other,22.75,7.68,8.93,49,208,130,11.31487304,10,9,1,3
2296,52,Other,23.73,5.4,5.67,74,20,111,8.957197452,3,10,7,2
7480,35,Other,21.72,5.79,8.08,24,176,117,9.18932378,8,10,8,4
9632,26,Other,23.88,6.51,6.63,64,216,90,11.24179939,3,1,2,6
6013,56,Male,21.87,4.67,6.8,37,140,60,10.7275362,4,1,2,4
8740,49,Other,21.73,3.4,5.67,19,6,90,5.148488972,2,1,5,4
6292,29,Male,22.72,4.05,5.33,2,38,50,4.358613713,2,6,10,8
6108,32,Other,22.88,7.52,8.64,26,46,116,4.632981817,3,9,1,6
4764,59,Male,21,3.7,6.7,43,132,122,7.408974544,8,1,1,10
8566,23,Female,20.83,5.71,8.88,28,45,121,8.801654861,7,4,4,2
1972,58,Other,23.15,7.68,8.53,70,120,75,7.026439304,7,8,7,7
1123,24,Female,22.97,5.07,6.11,29,51,175,9.713007462,5,7,6,2
8732,58,Male,20.97,4.69,7.73,46,106,152,7.831735293,7,1,7,2
5239,51,Male,21.82,3.63,5.82,5,63,27,10.0080953,5,1,8,8
7316,35,Other,22.55,3.81,5.26,58,62,124,9.402452989,2,1,1,1
5627,53,Female,21.4,5.16,7.76,46,249,134,7.840984141,1,8,5,6
9046,58,Other,20.83,4.82,7.99,30,3,55,4.430408977,6,7,1,2
2352,24,Female,20.23,3.54,7.31,37,174,1,10.93296565,3,5,3,6
5117,50,Female,21.12,4.63,7.51,68,284,12,5.87978834,6,9,7,2
1498,59,Female,20.58,3.6,7.02,74,5,131,9.33765644,7,8,5,8
5482,24,Female,23.57,4.33,4.76,35,144,85,11.11623959,8,3,3,6
6446,43,Other,23.5,7.18,7.68,64,62,55,4.592764748,10,1,4,5
7290,43,Female,23.72,8.58,8.86,73,228,27,7.419917201,9,9,3,8
1739,56,Female,23.37,6.19,6.83,55,284,56,9.231233897,10,1,2,1
1001,28,Other,20.8,5.34,8.54,55,113,73,8.600206304,6,6,3,10
9471,42,Other,20.12,2.9,6.78,52,121,15,5.148070603,7,1,10,1
6708,40,Other,23.43,7.74,8.3,86,229,2,6.562623418,6,2,10,10
6857,18,Other,20.42,3.63,7.21,4,115,72,5.13805796,5,7,7,4
7894,40,Other,23.7,6.33,6.63,30,16,136,5.254818335,6,6,4,6
2719,35,Male,23.47,6.7,7.24,70,13,19,7.403482342,7,3,3,9
3117,25,Male,22.65,3.31,4.66,62,35,117,6.615417939,2,4,10,10
2791,41,Female,21.35,3.18,5.83,23,281,129,4.681829283,2,7,9,5
9846,20,Female,22.27,6.9,8.63,48,148,87,10.99817066,8,4,8,3
2440,57,Male,21.72,4.83,7.11,83,138,141,6.539005102,4,1,8,8
6144,43,Other,20.4,5.64,9.24,62,207,152,8.490245126,2,10,3,4
3845,18,Other,21.05,3.34,6.29,64,123,28,7.56411959,10,1,8,10
7144,32,Other,21.72,6.26,8.55,19,251,1,4.377116589,6,7,7,3
6351,47,Female,22.73,7.24,8.51,82,124,79,6.352238964,6,9,3,8
9792,26,Female,21.1,4.31,7.21,2,18,129,4.002754944,2,5,1,10
6674,43,Female,20.98,5.2,8.21,15,98,8,6.39977743,1,8,10,5
2992,44,Other,22.58,7.04,8.45,73,16,105,10.32900472,1,4,7,9
4320,27,Male,21.4,2.11,4.71,12,289,126,8.006616338,4,4,8,4
2540,19,Female,20.45,1.18,4.73,65,229,153,4.312819483,9,3,3,1
8496,20,Female,21.8,6.52,8.72,40,128,53,11.50655759,8,5,7,7
7856,46,Male,23.9,8.88,8.98,35,92,111,7.557869203,4,6,5,4
4032,43,Female,20.53,5.72,9.18,34,157,109,7.542136288,6,1,9,4
4471,40,Male,20.77,5.34,8.57,69,223,128,6.176309253,2,2,10,3
2884,28,Female,22.92,5.05,6.13,2,94,148,5.792536375,6,3,8,1
6781,30,Female,23.93,8.09,8.15,89,55,62,6.833310307,7,7,10,4
6490,41,Male,22.85,5.17,6.32,69,2,148,9.291776445,4,3,2,9
3635,48,Male,23.48,5.66,6.17,43,89,28,10.74340088,8,5,10,2
1503,23,Female,20.58,4.45,7.86,29,132,137,4.063809339,6,7,1,10
3843,33,Other,20.03,3.18,7.15,54,17,52,11.03382466,2,8,3,5
7037,26,Female,22.17,6.89,8.73,27,88,63,9.935227844,6,7,5,8
5886,25,Male,22.42,6.19,7.77,39,120,55,4.585116968,3,6,10,3
5881,40,Female,22.47,4.77,6.31,45,256,143,6.193833368,6,2,3,10
4269,51,Male,22.7,7.4,8.7,19,274,28,11.2633803,10,5,1,7
8811,48,Other,21.18,3.23,6.04,48,186,86,4.057712448,7,2,5,4
1757,43,Other,23.02,5.79,6.77,45,271,119,9.312871124,5,7,8,7
6137,40,Male,20.72,5.07,8.36,43,108,128,6.26152138,5,3,2,7
8462,26,Male,22.22,5.06,6.84,83,161,131,5.18953845,10,6,4,8
4844,28,Male,22.3,5.65,7.35,26,117,103,4.015884353,4,7,7,5
1768,44,Male,22.88,7.61,8.73,3,83,21,7.349384314,6,10,7,5
7233,54,Female,20.83,3.66,6.83,61,178,27,4.915862551,8,9,4,3
2992,45,Female,21.13,2.96,5.83,64,234,114,7.768685256,6,8,1,5
2392,54,Male,22.13,5.41,7.27,12,202,118,9.946015257,1,1,10,5
8695,30,Male,22.37,6.38,8.01,44,46,176,7.022299907,10,1,9,3
6906,56,Other,22.55,3.13,4.58,67,190,47,7.066895054,2,1,9,5
4942,45,Male,21.17,6.17,9.01,13,208,146,9.838059969,7,3,2,3
6534,56,Female,20.85,4.66,7.81,51,94,70,6.371184676,9,4,3,1
7611,44,Male,21.6,5.99,8.39,46,88,19,8.604044614,1,2,6,4
2256,57,Other,20.47,4.76,8.29,57,130,29,10.10032797,9,3,10,9
2364,23,Other,21.95,7.09,9.14,17,248,91,9.794636567,8,4,2,6
8496,45,Male,23.07,7.93,8.86,36,172,179,8.604990005,5,7,3,5
5535,28,Female,20.25,4.9,8.65,15,94,158,10.86688882,5,7,2,7
3294,19,Female,21.68,6.43,8.75,39,143,175,10.503473,1,6,2,5
1350,24,Female,21.58,2.19,4.61,10,206,92,4.896225243,3,6,10,10
8904,43,Female,23.1,7.58,8.48,23,296,50,6.087411726,2,5,3,8
6700,47,Other,20.48,3.71,7.23,23,103,42,8.708901975,6,6,10,9
5796,47,Other,20.23,3.29,7.05,28,80,57,9.394605795,1,6,9,10
5637,19,Male,23.62,8.07,8.45,36,246,117,8.127056947,5,2,8,9
3141,32,Female,22.13,3.37,5.23,78,147,56,9.668114042,8,9,9,1
5172,54,Female,21.63,3.94,6.31,40,105,170,5.939893545,2,7,2,3
3250,25,Other,20.95,4.61,7.66,5,19,135,7.948129091,1,6,8,10
9833,39,Male,22.33,4.78,6.44,5,177,43,5.710024858,5,3,8,7
7098,26,Male,23.77,9.23,9.46,12,180,52,4.411459552,2,3,8,8
9380,48,Female,20.63,5.92,9.29,79,93,67,7.492354464,4,7,5,6
7710,25,Female,22.02,5.59,7.58,0,165,59,10.08699242,8,2,1,5
8086,35,Other,20.28,0.98,4.7,53,247,173,7.663192777,9,4,8,9
1303,59,Female,23.17,7.01,7.84,83,105,118,6.98162067,10,4,1,9
2830,44,Other,20.9,1.92,5.02,21,189,18,7.31487561,3,2,7,5
8466,57,Male,21.55,3.94,6.39,70,134,145,6.227978485,10,7,1,7
4470,45,Female,23.52,6.12,6.61,48,166,37,7.390699879,4,8,4,5
4628,38,Male,20.67,2.08,5.42,54,43,90,5.602679626,9,7,10,6
9891,46,Other,23.67,4.76,5.09,81,114,122,4.54107901,2,6,9,3
2732,31,Male,20.35,0.94,4.59,37,72,85,5.934258622,7,4,6,6
6020,44,Male,20.38,2.89,6.5,29,185,167,4.067163937,4,7,1,1
7740,48,Other,21.42,2.77,5.35,12,254,54,11.2498315,6,9,8,1
8856,47,Female,22.43,4.34,5.9,39,13,73,9.261244872,8,10,3,1
2418,56,Other,22.62,4.26,5.64,55,131,8,8.639934056,3,5,1,7
3519,50,Male,21.25,2.28,5.03,82,33,137,9.251206826,1,2,3,8
9551,46,Male,20.22,4.02,7.8,86,140,155,4.268114459,10,7,9,6
9549,27,Male,22.65,7.28,8.63,69,110,176,4.662472232,3,7,8,4
1937,36,Female,22.03,6.58,8.55,5,120,10,9.563992632,7,7,8,6
3466,25,Male,20.68,4.63,7.95,16,21,77,10.57889695,4,6,6,5
8940,35,Other,21.1,6.25,9.15,58,198,112,10.85337674,6,5,8,9
1003,18,Female,21.5,4.34,6.84,18,196,117,4.986433645,7,3,7,5
6502,36,Male,22.62,6.12,7.5,36,44,80,7.255768243,4,2,9,4
5566,18,Male,21.28,3.66,6.37,73,101,70,9.391138891,2,9,9,7
4240,24,Male,20.57,2.37,5.81,42,30,79,10.54159151,5,1,3,2
3994,24,Female,20.17,0.78,4.61,56,173,69,5.164497982,10,10,4,2
5778,59,Male,22.05,3.37,5.32,76,100,95,11.31955703,8,1,9,8
8874,30,Female,22.95,7.09,8.14,29,69,70,4.510508723,5,6,3,3
7350,58,Female,21.22,5.61,8.4,25,17,3,6.08418558,7,5,6,10
2533,46,Female,23.6,8.98,9.38,27,192,71,7.965273971,2,3,10,4
9052,44,Male,20.65,4.04,7.39,23,6,50,6.483474025,10,5,3,5
4827,25,Female,22.38,3,4.62,58,93,45,4.802643421,10,5,6,4
1401,34,Other,22.12,3.12,5,89,4,131,7.700650279,8,8,3,1
9556,50,Male,23.33,8.59,9.26,20,210,159,10.79290133,2,8,5,5
